"股票代码","股票简称","所属概念","所属同花顺行业","所属指数类","股本规模[20190301]","股票市场类型","技术形态[20190304]","选股动向[20190304]","买入信号inter[20190304]","卖出信号inter[20190304]","开盘价:不复权[20190304]","收盘价:不复权[20190304]","最高价:不复权[20190304]","最低价:不复权[20190304]","量比[20190304]","委比[20190304]","概念龙头[20190304]","基本每股收益[20180930]","每股净资产bps[20180930]","换手率[20190304]","股息率(股票获利率)[20171231]","成交量[20190304]","成交额[20190304]","振幅[20190304]","涨跌幅:前复权[20190304]","总股本[20190304]","流通a股[20190304]","总市值[20190304]","a股市值(不含限售股)[20190304]","市盈率(pe,ttm)[20190304]","市盈率(pe)[20190304]","静态市盈率(中证发布)[20190304]","市净率(pb)[20190304]","实际控制人[20190304]","实际控制人类型[20190304]","实际控制人持股比例[20190304]","资金流向[20190304]","归属于母公司所有者的净利润[20180930]","交易状态[20190304]","牛叉诊股综合评分[20190301]","主营产品名称","经营范围","省份","城市"
"002711.SZ","欧浦智网","互联网金融;互联网钢铁;参股新三板;智能物流;物流电商平台;移动支付;深股通;区块链储备;供应链金融;电子商务;互联网+;区块链;股权转让","交通运输-物流-物流Ⅲ","中创500;深证700;深证A指;中小板综;新指数;中证1000;中证全指;中证A股;中小基础;中小创新;深证综指;深证1000;中创400;中小300;运输指数","小盘股","全部A股(非ST);全部上市公司;深股通;全部AB股;中小企业板;全部A股;深证AB股;深证上市公司;深证A股","阴线||缩量||中线超跌","超低估值||低估值||5日均线大于10日均线","boll突破中轨","行情收盘价下穿5日||dmi死叉","9.83","4.05","10.58","9.77","1.37","-88.067","","0.19","1.7978","1.712","","17902514.0","180402280.0","8.165","-2.644","1056070400.00","1050166978.00","4192599488.0","4137657900.000","14.732","32.853","23.074","2.262","陈倩盈, 陈礼豪","个人, 个人","41.1369","93491939.0","195570282.82","","5.2","加工业务||综合物流业务||欧浦商城业务||金融质押监管||转货||仓储||运输||剪切加工||钢铁资讯服务||商务配套||仓储业务||钢贸||物流服务||钢铁||智慧物流||钢铁物流服务||供应链金融服务||家居集成消费服务||塑料业务||冷链业务","广东省内信息服务业务（仅限互联网信息服务和移动网信息服务业务，不含新闻、出版、教育、医疗保健、药品、医疗器械、电子公告以及其他按法律、法规规定需前置审批或专项审批的服务项目），从事软件及信息技术科技领域内的技术服务、技术开发、技术转让、技术咨询；计算机软硬件及辅助设备销售，开发、销售软件，普通货运，搬运装卸，货运站经营，仓储服务（不含危险化学品），仓储理货（上述经营范围涉及行政许可的项目凭有效的许可证获批准证明经营）。以下经营范围不含法律、行政法规以及国务院决定禁止或应经许可经营的项目：钢铁加工、配送、提供地磅称重服务，物业租赁、管理服务，网上提供钢铁、塑料、家具交易服务，国内商业，物资供销业，货物和技术的进出口，设计、制作、发布国内外各类广告，投资兴办实业。","广东省","佛山市"
"600792.SH","云煤能源","低碳;焦炭;物流骨干网;稀缺资源;石墨电极;甲醇;粗苯;硫酸铵;云南国资改革;地方国资改革;机构重仓","采掘-煤炭开采加工-焦炭加工","工业指数;A股指数;中证A股;上证指数;中证全指;上证流通;新综指","小盘股","全部A股(非ST);全部上市公司;上证AB股;上证A股;全部AB股;上证上市公司;全部A股","阴线||小阴星||缩量","持续4天缩量||箱体震荡||股权高度集中","dmi金叉","行情收盘价下穿5日","3.83","3.36","3.88","3.83","0.49","-16.91","石墨电极||稀缺资源","0.09","3.033","0.131","","1295497.0","4999764.5","1.295","10.164","989923600.00","989923600.00","3761709680.0","3474631800.000","-84.956","-29.023","-75.305","1.189","云南省人民政府国有资产监督管理委员会","地方国资委","51.1374","-265636.2","84679339.38","","6.2","煤气||煤化工副产品||工程收入||煤炭||焦炭||工程||机械制造||耐磨产品||保产维护||质量检测","焦炭、煤气、蒸汽、煤焦化工副产品的生产及销售（生产限分公司）；煤炭经营；矿产品、建筑材料、化工产品及原料（不含管理商品）的批发、零售、代购代销；燃气工程建筑施工，房屋建筑工程施工，市政公用工程施工；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进出口业务；企业管理；技术咨询服务。（国家限定公司经营和国家禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","云南省","昆明市"
"600793.SH","宜宾纸业","人民币升值;股权转让;造纸转暖;地方国资改革;纸浆;年报预增","轻工制造-造纸-造纸Ⅲ","工业指数;新综指;上证流通;上证指数;中证全指;中证A股;A股指数;中型综指","小盘股","全部A股;全部A股(非ST);全部上市公司;上证上市公司;上证A股;全部AB股;上证AB股","阴线||小阴星||缩量","超低估值||低估值||圆弧顶","mtm金叉","行情收盘价下穿5日","22.5","14.99","22.67","22.26","0.83","7.619","","1.996","3.3797","0.807","","850096.0","19018185.0","1.819","-1.187","105300000.00","105300000.00","1717443000.0","1882764000.000","11.332","25.521","17.583","5.180","宜宾市国有资产监督管理委员会","地方国资委","53.84","-3066865.1","210174342.09","","6.6","高强度高白彩新闻纸||普通胶印新闻纸||食品包装原纸||文化原纸||低定量彩印新闻纸||制浆造纸","机制纸、造纸原料、建筑材料、机电产品、汽车润滑油、造纸机械制造、造纸经济技术开发、五金交电、日用百货、汽车配件；货物运输；汽车修理（限取得许可证的分支机构经营）；轻工机械设备制造、安装、检修；低压容器、小水电设备安装；经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务，但国家限定公司经营或禁止进出口的商品及技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营）","四川省","宜宾市"
"002718.SZ","友邦吊顶","建筑节能;恒大概念","建筑材料-建筑材料-其他建材","中证全指;制造指数;深证综指;新指数;中小板综;深证A指;中证A股","小盘股","深证上市公司;全部AB股;全部A股(非ST);全部A股;中小企业板;深证A股;全部上市公司;深证AB股","放量||下降通道||阳线","本月发生大宗交易||圆弧顶||连涨3天","kdj金叉||mtm金叉||kdj底背离","dma死叉","47.91","26.15","48.81","47.79","1.25","-43.541","","1.08","13.4545","1.21","0.88495575","314912.0","15259702.0","2.122","-1.321","87631886.00","26031886.00","2580759042.7","687502110.000","20.687","32.677","19.737","2.035","时沈祥, 骆莲琴","个人, 个人","65.8837","700132.0","94860934.56","","5.9","集成吊顶||家居||功能模块||基础模块||acoll||辅助模块","集成吊顶、家用电力器具、照明器具、塑料制品（不含废旧塑料加工）、通用零部件的制造、加工，建筑材料、木制品、塑料制品、家居家饰的研发、销售，从事进出口业务，投资管理，铝制品表面氧化处理（限下属分支机构经营）。","浙江省","嘉兴市"
"002724.SZ","海洋王","军工;节能照明","电子-其他电子-其他电子Ⅲ","中小板综;新指数;深证综指;制造指数;中证全指;中证A股;深证A指","小盘股","全部上市公司;全部AB股;中小企业板;深证上市公司;深证A股;全部A股;全部A股(非ST);深证AB股","阴线||小阴星||趋势拐点","圆弧顶||券商持股（近六个月）||持续5天缩量","macd金叉||dmi金叉||macd底背离","行情收盘价下穿5日","8.11","5.62","8.28","8.06","1.0","-39.399","","0.1108","2.484","0.537","1.05596621","1445853.0","11829070.9","2.723","-2.431","720000000.00","331747502.00","4672800000.0","1841198600.000","24.798","32.507","27.576","2.294","周明杰, 徐素","个人, 个人","73.27","2231846.1","79791224.54","","5.8","ntc9221外场强光投光灯||bfc8110防爆泛光灯||ntc9300投光灯||bfc8120内场强光防爆灯||bpc8760led防爆平台灯||6110全方位自动泛光工作灯||yfw6211a遥控探照灯||fw6102gf防爆工作灯||fw6101防爆移动灯||jw7622多功能强光巡检电筒||fl4800强光防爆方位灯||rjw7101/lt手提式防爆探照灯||iw5510/ju手摇式充电巡检工作灯||msl4730/lt多功能袖珍信号灯||ngc9830防眩悬挂灯||固定照明设备||移动照明设备||便携照明设备","一般经营项目:研发、销售光源类、控制器产品;视频摄像设备、4G传输设备、智能控制系统的开发、销售;灯具和机电设备的租赁;企业管理咨询;视频传输监控类照明系统、防爆电器产品的开发、销售;网络、通信的软、硬件产品的开发、销售。自有物业租赁和物业管理业务;国内贸易(不含专营、专卖、专控商品);经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营)。许可经营项目:研制、生产灯具(生产项目另行申报);生产(分公司经营)、销售光源类、控制器产品。系统集成和安防工程。视频摄像设备、4G传输设备、智能控制系统、视频传输监控类照明系统、防爆电器产品、网络、通信的软、硬件产品生产。","广东省","深圳市"
"002725.SZ","跃岭股份","汽车制造概念;芯片制造;光通信设备;芯片概念;独角兽概念;年报预增;5G","交运设备-汽车零部件-汽车零部件Ⅲ","中小板综;深证A指;新指数;中证全指;中证A股;深证综指;制造指数","小盘股","全部A股(非ST);深证A股;全部A股;中小企业板;全部上市公司;全部AB股;深证上市公司;深证AB股","底部缩量||阳盖阴||缩量","圆弧顶||连续3天的dde大单净额大于0||持续5天缩量","行情收盘价上穿5日||macd金叉||mtm金叉","mtm死叉||dma死叉","14.2","8.59","14.2","13.95","1.46","-22.481","","0.1","3.6545","1.197","","818782.0","11512080.2","1.787","-2.053","256000000.00","109758910.00","2680320000.0","890144760.000","201.57","140.195","152.674","2.252","林万青, 林仙明, 林信福, 林平, 林斌, 林申茂","个人, 个人, 个人, 个人, 个人, 个人","50.312","-334681.8","26695077.97","","6.2","低压轮||涂装轮||抛光轮||真空电镀轮||电镀轮||旋压轮||摩轮||配件||汽轮||铝轮||铝制车轮||铝合金车轮||汽轮涂装轮||摩轮涂装轮","铝合金轮毂、汽车配件、摩托车配件制造、销售；货物进出口、技术进出口(上述经营范围不含国家法律法规禁止、限制和许可经营的项目。)。","浙江省","台州市"
"600805.SH","悦达投资","一号文件;参股新三板;汽车制造概念;涉矿;融资融券;转融券标的;乡村振兴;新能源汽车;地方国资改革;证金持股;农机;石墨烯","交通运输-公路铁路运输-高速公路Ⅲ","中证全指;上证指数;中证A股;A股指数;新综指;上证流通;综合指数","中盘股","上证A股;全部A股;全部上市公司;上证AB股;全部AB股;上证上市公司;全部A股(非ST)","红二兵||底部吸筹||放量","圆弧顶||连涨3天||朝阳产业","kdj金叉||skdj金叉","行情收盘价下穿5日","5.58","5.00","5.62","5.55","0.91","-4.82","","0.175","7.3091","0.247","","2101078.0","11764826.1","1.257","-0.794","850894494.00","850275368.00","4611848157.48","4319398900.000","-25.041","-12.912","-16.882","0.701","盐城市国有资产监督管理委员会","地方国资委","29.99","321887.6","148698868.28","","5.2","家纺用品||煤炭||汽车||高速公路收费||电力||炭材料等新材料||农用拖拉机||公路交通服务||纺织||纺织产品||纱线||生物柴油||拖拉机||公路收费||煤炭业务||suv||乘用车||火电||日系车||纺织业务||中级车||轿车||发动机||农机||石墨烯||棉纱||坯布||生物柴油制品||石墨导热膜||家纺制品","实业投资、资产管理、财务顾问、社会经济咨询服务，机械设备、纺织品的技术开发、技术转让、技术服务、技术咨询，国内贸易（国家禁止或限制经营的项目除外；国家有专项规定的，取得相应许可后经营）。","江苏省","盐城市"
"002728.SZ","特一药业","生物医药;中医药","医药生物-中药-中药Ⅲ","深证综指;中证A股;中证全指;新兴综指;新指数;深证A指;中小板综;制造指数","小盘股","全部A股(非ST);深证AB股;全部上市公司;深证A股;深证上市公司;全部AB股;全部A股;中小企业板","缩量||横盘||下降通道","圆弧顶||绩优股||控股股东持股比例大于50%","macd金叉||boll突破下轨||macd底背离","macd死叉||boll跌破下轨","17.4","13.83","17.98","17.24","2.21","-51.545","","0.61","5.002","1.166","2.76548673","1383731.0","24501307.0","4.258","1.170","200000651.00","118678151.00","3178255133.06","1819336100.000","24.858","33.737","29.885","3.212","许丹青, 许为高, 许丽芳, 许恒青, 许松青","个人, 个人, 个人, 个人, 个人","64.1","5203174.9","121399249.53","","6.2","化学制剂药||止咳宝片||阿咖酚散||金匮肾气片||中成药||特色中成药||红霉素肠溶片||依托红霉素片||罗红霉素胶囊||血塞通分散片||益心舒颗粒||银杏叶分散片||奥美拉唑肠溶胶囊","医药制造业（凭有效《药品生产许可证》经营）；保健品生产；医疗器械、日用品批发；技术服务；房屋租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)","广东省","江门市"
"600809.SH","山西汾酒","大消费;春节概念;老字号;融资融券;股权转让;沪股通;转融券标的;MSCI概念;山西国资改革;地方国资改革;白酒概念;机构重仓;年报预增","食品饮料-饮料制造-白酒","上证180;沪深300;上证全指;上证指数;中证全指;中证A股;中证700;A股指数;300精明;工业指数;中证800;中证200;新综指;上证中小;上证流通;上证中盘","大盘股","沪股通;全部上市公司;全部A股(非ST);全部A股;沪深300;上证上市公司;上证AB股;沪股通(可融资融券);上证180;全部AB股;上证A股","阴线||长下影线||放量","基金新进持股比例大于5%||成长股||优质股","bias买入信号||skdj超卖||psy超卖","macd死叉||dma死叉","56.57","36.89","57.56","55.81","0.99","2.964","","1.4596","6.9159","0.589","1.05281628","5099714.0","290223770.0","3.084","-2.433","865848266.00","865848266.00","47604337664.68","38599516000.000","37.671","45.806","47.341","6.822","山西省国有资产监督管理委员会","地方国资委","58.5374","17759645.0","1263800216.36","","7.3","配制酒||竹叶青酒||杏花村酒||汾酒||白酒||低端白酒||高档酒||中档酒||中高档酒||一线白酒||二三线白酒||酒品||中高端酒水||保健酒||中高价白酒||低价白酒","汾酒、竹叶青酒及其系列酒的生产、销售。酒类高新技术及产品研究、开发、生产、应用；投资办企业及相关咨询服务；副产品酒糟、生产用原辅材料和包装材料等的销售；道路普通货物运输。","山西省","吕梁市"
"002729.SZ","好利来","证金持股;机构重仓","电子-其他电子-其他电子Ⅲ","中证A股;制造指数;深证综指;新指数;中小板综;深证A指;中证全指","小盘股","中小企业板;全部AB股;全部上市公司;深证AB股;深证A股;全部A股;深证上市公司;全部A股(非ST)","阳盖阴||放量||底部放量","圆弧顶||5日均线大于10日均线||大股东增持","cci买入信号||boll突破上轨||mtm金叉","roc卖出信号||mtm死叉","35.59","21.89","35.94","35.59","0.38","19.922","","0.25","6.4474","1.598","0.16139445","1065400.0","38122343.0","0.979","-0.950","66680000.00","66680000.00","1567646800.0","1486297200.000","68.303","104.694","69.416","3.501","郑倩龄, 黄舒婷","境外, 境外","68.43","-983513.0","16928619.95","","5.9","径向引线式熔断器||smd熔断器||电力熔断器||自复保险丝||管座||管夹||管状熔断器||汤圆||内焊保险丝管系列||自复保险丝（ptc）||管座/管夹||熔断器","工程和技术研究和试验发展；软件开发；集成电路设计；信息系统集成服务；电子元件及组件制造；配电开关控制设备制造；光伏设备及元器件制造；电气信号设备装置制造；企业总部管理；其他未列明企业管理服务（不含需经许可审批的项目）；物业管理；自有房地产经营活动；其他未列明信息技术服务业（不含需经许可审批的项目）；广告的设计、制作、代理、发布。","福建省","厦门市"
